INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,PRES,TEMP
158,T,231229,105032,48.380127N,18.002092E,148,5.2,318,1002.8,18 
159,T,231229,105035,48.380161N,18.002047E,148,5.3,314,1002.6,18 
160,T,231229,105039,48.380196N,18.001991E,148,5.0,323,1002.7,18 
161,T,231229,105043,48.380238N,18.001932E,148,6.1,313,1002.8,18 
162,T,231229,105047,48.380280N,18.001877E,148,5.2,327,1002.7,18 
163,T,231229,105051,48.380325N,18.001825E,148,5.3,317,1002.8,18 
164,T,231229,105056,48.380356N,18.001762E,149,5.8,303,1002.8,18 
165,T,231229,105100,48.380398N,18.001701E,149,4.5,325,1002.7,18 
166,T,231229,105104,48.380432N,18.001657E,150,3.1,322,1002.7,18 
167,T,231229,105108,48.380470N,18.001604E,150,5.0,321,1002.6,17 
168,T,231229,105112,48.380512N,18.001553E,150,4.8,327,1002.7,17 
169,T,231229,105116,48.380550N,18.001492E,149,5.3,319,1002.8,17 
170,T,231229,105120,48.380600N,18.001450E,149,4.4,339,1002.7,17 
171,T,231229,105124,48.380646N,18.001400E,148,5.3,329,1002.7,17 
172,T,231229,105128,48.380684N,18.001364E,147,5.2,341,1002.7,17 
173,T,231229,105132,48.380726N,18.001324E,147,5.3,323,1002.7,17 
174,T,231229,105136,48.380760N,18.001272E,146,4.8,305,1002.6,17 
175,T,231229,105140,48.380798N,18.001221E,146,4.9,323,1002.7,17 
176,T,231229,105144,48.380836N,18.001165E,145,4.5,319,1002.7,17 
177,T,231229,105149,48.380882N,18.001114E,145,4.8,325,1002.6,17 
178,T,231229,105153,48.380924N,18.001064E,145,4.7,324,1002.6,17 
179,T,231229,105157,48.380966N,18.001007E,145,5.4,323,1003.0,17 
180,T,231229,105201,48.381004N,18.000956E,145,4.4,319,1002.7,17 
181,T,231229,105205,48.381042N,18.000912E,144,4.8,324,1002.9,17 
182,T,231229,105209,48.381088N,18.000862E,144,5.4,327,1002.8,17 
183,T,231229,105213,48.381130N,18.000820E,144,4.7,324,1002.8,17 
184,T,231229,105217,48.381176N,18.000772E,144,5.4,316,1002.8,17 
185,T,231229,105221,48.381226N,18.000725E,145,5.5,324,1002.7,17 
186,T,231229,105225,48.381268N,18.000677E,145,5.0,314,1002.6,17 
187,T,231229,105229,48.381306N,18.000626E,146,4.5,323,1002.7,17 
188,T,231229,105233,48.381344N,18.000570E,146,5.1,320,1002.7,17 
189,T,231229,105236,48.381378N,18.000525E,146,5.6,322,1002.6,17 
190,T,231229,105240,48.381424N,18.000477E,146,4.5,323,1002.7,17 
191,T,231229,105244,48.381458N,18.000429E,146,5.0,322,1002.7,17 
192,T,231229,105248,48.381500N,18.000376E,146,5.4,323,1002.6,17 
193,T,231229,105252,48.381542N,18.000328E,146,5.3,335,1002.7,17 
194,T,231229,105256,48.381580N,18.000278E,146,5.0,316,1002.7,17 
195,T,231229,105300,48.381622N,18.000223E,146,4.9,317,1002.7,17 
196,T,231229,105304,48.381664N,18.000174E,146,4.9,326,1002.7,17 
197,T,231229,105308,48.381699N,18.000124E,147,5.0,319,1002.8,17 
198,T,231229,105312,48.381741N,18.000071E,147,5.2,320,1002.6,17 
199,T,231229,105316,48.381779N,18.000017E,147,5.1,325,1002.7,17 
200,T,231229,105320,48.381821N,17.999962E,147,5.1,312,1002.7,17 
201,T,231229,105324,48.381859N,17.999910E,147,4.4,311,1002.7,17 
202,T,231229,105328,48.381893N,17.999859E,146,4.9,315,1002.7,17 
203,T,231229,105332,48.381927N,17.999804E,146,4.3,317,1002.6,17 
204,T,231229,105336,48.381966N,17.999756E,146,4.8,320,1002.7,17 
205,T,231229,105340,48.382000N,17.999702E,146,4.5,320,1002.6,17 
206,T,231229,105345,48.382046N,17.999643E,146,4.7,323,1002.7,17 
207,T,231229,105349,48.382088N,17.999599E,146,4.7,317,1002.6,17 
208,T,231229,105353,48.382126N,17.999554E,146,4.6,320,1002.7,17 
209,T,231229,105357,48.382164N,17.999506E,146,4.1,328,1002.7,17 
210,T,231229,105401,48.382198N,17.999456E,146,4.5,325,1002.7,17 
211,T,231229,105405,48.382240N,17.999409E,145,4.5,322,1002.6,17 
212,T,231229,105409,48.382271N,17.999359E,145,4.0,314,1002.7,17 
213,T,231229,105413,48.382309N,17.999304E,145,4.3,313,1002.7,17 
214,T,231229,105417,48.382343N,17.999250E,145,5.4,320,1002.7,17 
215,T,231229,105421,48.382381N,17.999201E,144,4.8,307,1002.8,17 
216,T,231229,105425,48.382412N,17.999146E,144,4.3,315,1002.6,17 
217,T,231229,105429,48.382446N,17.999092E,144,4.9,311,1002.6,17 
218,T,231229,105433,48.382484N,17.999027E,143,5.4,313,1002.6,17 
219,T,231229,105436,48.382519N,17.998983E,144,5.2,323,1002.7,17 
220,T,231229,105440,48.382561N,17.998943E,144,3.9,323,1002.6,17 
221,T,231229,105445,48.382603N,17.998896E,144,3.5,318,1002.6,17 
222,T,231229,105449,48.382641N,17.998861E,144,4.2,322,1002.6,17 
223,T,231229,105454,48.382671N,17.998804E,144,3.3,302,1002.6,17 
224,T,231229,105722,48.382713N,17.998762E,144,3.7,328,1002.6,18 
225,T,231229,105726,48.382759N,17.998724E,145,3.9,343,1002.7,18 
226,T,231229,105731,48.382801N,17.998682E,146,2.5,317,1002.6,18 
227,T,231229,105736,48.382835N,17.998623E,146,3.8,316,1002.6,18 
228,T,231229,105740,48.382874N,17.998571E,145,3.5,324,1002.7,18 
229,T,231229,105745,48.382893N,17.998507E,145,2.3,307,1002.7,18 
230,T,231229,105750,48.382927N,17.998444E,144,3.1,320,1002.8,18 
231,T,231229,105754,48.382961N,17.998384E,144,3.5,301,1002.8,18 
232,T,231229,105758,48.382980N,17.998323E,144,3.1,298,1002.7,18 
233,T,231229,105803,48.382992N,17.998236E,143,4.2,267,1002.6,18 
234,T,231229,105807,48.382984N,17.998156E,142,2.9,249,1002.7,18 
235,T,231229,105811,48.382961N,17.998091E,141,2.7,236,1002.7,18 
236,T,231229,105815,48.382942N,17.998011E,140,2.8,243,1002.8,18 
237,T,231229,105819,48.382938N,17.997934E,139,3.2,269,1002.9,18 
238,T,231229,105822,48.382919N,17.997871E,138,2.6,244,1002.8,18 
239,T,231229,105828,48.382896N,17.997795E,137,2.3,231,1002.7,18 
240,T,231229,105832,48.382874N,17.997725E,136,2.1,229,1002.6,18 
241,T,231229,105836,48.382843N,17.997658E,136,2.8,239,1002.6,18 
242,T,231229,105841,48.382824N,17.997595E,135,1.8,226,1002.6,18 
243,T,231229,105846,48.382793N,17.997530E,134,2.6,238,1002.6,18 
244,T,231229,105851,48.382774N,17.997463E,133,1.9,246,1002.5,18 
245,T,231229,105909,48.382786N,17.997383E,130,0.3,252,1002.5,18 
246,T,231229,105938,48.382797N,17.997316E,131,0.0,252,1002.5,18 
247,T,231229,110003,48.382767N,17.997309E,132,0.3,11,1002.4,18 
