INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,PRES,TEMP
129,T,231219,201016,48.341572N,18.059439E,134,21.2,238,1004.2,19 
130,T,231219,201022,48.341202N,18.059074E,136,33.6,179,1004.1,19 
131,T,231219,201027,48.340878N,18.059465E,138,36.5,107,1004.1,19 
132,T,231219,201032,48.340672N,18.060179E,141,47.4,127,1003.9,19 
133,T,231219,201036,48.340454N,18.060877E,145,52.7,103,1003.6,19 
134,T,231219,201040,48.340332N,18.061695E,145,58.3,110,1003.3,19 
135,T,231219,201043,48.340111N,18.062365E,145,72.0,119,1003.1,19 
136,T,231219,201046,48.339821N,18.063124E,147,81.2,119,1002.9,19 
137,T,231219,201049,48.339500N,18.063963E,150,89.4,120,1002.7,19 
138,T,231219,201051,48.339272N,18.064562E,151,94.0,119,1002.5,19 
139,T,231219,201053,48.339031N,18.065189E,152,96.3,119,1002.6,19 
140,T,231219,201055,48.338779N,18.065828E,153,98.5,120,1002.5,19 
141,T,231219,201057,48.338520N,18.066460E,152,97.7,121,1002.6,19 
142,T,231219,201059,48.338257N,18.067081E,152,99.7,123,1002.8,19 
143,T,231219,201101,48.337975N,18.067698E,151,98.9,125,1003.0,19 
144,T,231219,201103,48.337688N,18.068304E,150,98.4,125,1003.1,19 
145,T,231219,201105,48.337402N,18.068911E,150,98.5,125,1003.1,19 
146,T,231219,201107,48.337120N,18.069510E,149,97.8,124,1003.1,19 
147,T,231219,201109,48.336838N,18.070112E,149,98.2,124,1003.2,19 
148,T,231219,201111,48.336555N,18.070717E,148,97.9,124,1003.0,19 
149,T,231219,201113,48.336277N,18.071314E,148,97.5,125,1002.9,19 
150,T,231219,201115,48.335995N,18.071911E,148,96.5,124,1003.0,19 
151,T,231219,201117,48.335716N,18.072508E,149,97.7,124,1003.0,19 
152,T,231219,201119,48.335438N,18.073112E,149,96.8,124,1003.0,19 
153,T,231219,201121,48.335155N,18.073709E,149,96.5,125,1002.9,19 
154,T,231219,201123,48.334873N,18.074305E,150,96.0,125,1002.8,19 
155,T,231219,201125,48.334583N,18.074886E,152,95.9,127,1002.5,19 
156,T,231219,201127,48.334278N,18.075441E,154,95.6,130,1002.4,19 
157,T,231219,201129,48.333954N,18.075979E,155,95.6,133,1002.2,19 
158,T,231219,201131,48.333618N,18.076498E,157,95.2,134,1002.1,19 
159,T,231219,201133,48.333271N,18.076998E,158,95.5,136,1001.9,19 
160,T,231219,201135,48.332916N,18.077478E,158,94.9,139,1001.7,19 
161,T,231219,201137,48.332554N,18.077932E,158,94.2,140,1001.7,19 
162,T,231219,201139,48.332184N,18.078377E,159,94.2,141,1001.8,19 
163,T,231219,201141,48.331821N,18.078796E,159,90.1,142,1001.8,19 
164,T,231219,201144,48.331291N,18.079372E,159,84.3,145,1001.8,19 
165,T,231219,201147,48.330769N,18.079830E,157,77.3,151,1001.9,19 
166,T,231219,201150,48.330231N,18.080175E,155,75.7,160,1002.0,19 
167,T,231219,201153,48.329697N,18.080376E,155,71.5,167,1002.2,19 
168,T,231219,201156,48.329166N,18.080496E,155,70.0,172,1002.4,19 
169,T,231219,201159,48.328648N,18.080591E,153,70.3,172,1002.6,19 
170,T,231219,201202,48.328148N,18.080654E,148,66.1,172,1002.8,19 
171,T,231219,201205,48.327679N,18.080782E,146,60.9,163,1003.2,19 
172,T,231219,201208,48.327278N,18.081085E,145,59.7,144,1003.6,19 
173,T,231219,201211,48.326962N,18.081585E,142,59.7,126,1003.7,19 
174,T,231219,201214,48.326790N,18.082237E,139,60.1,104,1003.9,19 
175,T,231219,201217,48.326729N,18.082933E,137,60.2,96,1003.9,19 
176,T,231219,201221,48.326633N,18.083797E,139,55.3,109,1004.0,19 
177,T,231219,201225,48.326344N,18.084496E,140,56.1,133,1003.9,19 
178,T,231219,201228,48.325993N,18.084936E,142,64.9,140,1003.8,19 
179,T,231219,201231,48.325581N,18.085457E,142,75.5,138,1003.7,19 
180,T,231219,201234,48.325130N,18.086040E,142,80.4,138,1003.7,19 
181,T,231219,201237,48.324677N,18.086683E,143,85.0,135,1003.7,19 
182,T,231219,201240,48.324203N,18.087399E,142,89.3,133,1003.7,19 
183,T,231219,201242,48.323898N,18.087919E,142,91.4,130,1003.7,19 
184,T,231219,201244,48.323601N,18.088465E,142,91.6,128,1003.8,19 
185,T,231219,201246,48.323318N,18.089010E,142,91.1,126,1003.9,19 
186,T,231219,201248,48.323048N,18.089563E,141,91.4,125,1003.8,19 
187,T,231219,201250,48.322781N,18.090118E,141,91.2,125,1003.9,19 
188,T,231219,201253,48.322403N,18.090931E,140,85.9,125,1004.0,19 
189,T,231219,201256,48.322041N,18.091703E,140,82.4,125,1004.1,19 
190,T,231219,201259,48.321705N,18.092443E,140,77.9,124,1004.1,19 
191,T,231219,201302,48.321384N,18.093134E,140,72.1,125,1004.1,19 
192,T,231219,201305,48.321087N,18.093777E,141,66.9,124,1004.2,19 
193,T,231219,201308,48.320812N,18.094366E,142,63.5,125,1004.2,19 
194,T,231219,201312,48.320477N,18.095058E,141,54.7,124,1004.3,19 
195,T,231219,201316,48.320194N,18.095657E,140,45.8,125,1004.4,19 
196,T,231219,201322,48.319942N,18.096315E,139,27.7,114,1004.5,19 
197,T,231219,201329,48.319771N,18.096979E,142,36.1,112,1004.6,19 
198,T,231219,201335,48.319721N,18.097729E,143,35.8,68,1004.5,19 
199,T,231219,201340,48.319881N,18.098528E,143,50.5,79,1004.5,19 
200,T,231219,201344,48.319897N,18.099337E,143,54.2,95,1004.3,19 
201,T,231219,201348,48.319748N,18.100155E,144,56.2,109,1004.4,19 
202,T,231219,201352,48.319561N,18.100939E,143,55.5,109,1004.3,19 
203,T,231219,201356,48.319351N,18.101707E,142,56.1,112,1004.3,19 
204,T,231219,201400,48.319134N,18.102468E,140,55.3,114,1004.2,19 
205,T,231219,201404,48.318867N,18.103228E,140,55.5,117,1004.1,19 
206,T,231219,201408,48.318592N,18.103977E,140,54.7,116,1004.0,19 
207,T,231219,201412,48.318367N,18.104702E,140,52.7,115,1003.8,19 
208,T,231219,201416,48.318134N,18.105389E,141,50.0,115,1003.7,19 
209,T,231219,201420,48.317921N,18.106064E,141,49.3,114,1003.7,19 
210,T,231219,201424,48.317726N,18.106701E,140,43.5,114,1003.6,19 
211,T,231219,201429,48.317532N,18.107338E,139,31.5,114,1003.6,19 
212,T,231219,201446,48.317364N,18.108076E,144,24.3,107,1003.5,19 
213,T,231219,201452,48.317207N,18.108885E,145,44.1,106,1003.4,19 
214,T,231219,201456,48.317108N,18.109575E,146,48.3,98,1003.2,19 
215,T,231219,201500,48.317097N,18.110369E,148,52.9,82,1003.2,19 
216,T,231219,201504,48.317268N,18.111156E,149,54.4,64,1003.1,19 
217,T,231219,201508,48.317558N,18.111897E,151,58.1,57,1002.8,19 
218,T,231219,201512,48.317879N,18.112623E,155,59.1,57,1002.6,19 
219,T,231219,201516,48.318176N,18.113333E,156,56.0,58,1002.3,19 
220,T,231219,201520,48.318489N,18.114033E,158,56.0,57,1001.9,19 
221,T,231219,201524,48.318802N,18.114723E,157,54.9,57,1001.7,19 
222,T,231219,201528,48.319084N,18.115419E,158,53.8,59,1001.4,19 
223,T,231219,201532,48.319359N,18.116137E,160,54.7,60,1000.9,19 
224,T,231219,201536,48.319645N,18.116842E,161,54.0,59,1000.7,20 
225,T,231219,201540,48.319931N,18.117533E,165,54.8,59,1000.5,20 
226,T,231219,201544,48.320221N,18.118246E,167,56.7,58,1000.2,20 
227,T,231219,201548,48.320499N,18.118996E,170,57.4,62,1000.0,20 
228,T,231219,201552,48.320763N,18.119778E,172,59.8,64,999.8,20 
229,T,231219,201555,48.320953N,18.120399E,174,60.7,66,999.5,20 
230,T,231219,201558,48.321129N,18.121040E,177,61.9,67,999.4,20 
231,T,231219,201601,48.321297N,18.121700E,179,63.4,69,999.2,20 
232,T,231219,201604,48.321465N,18.122387E,181,65.7,68,999.1,20 
233,T,231219,201607,48.321640N,18.123053E,182,61.1,68,998.9,20 
234,T,231219,201611,48.321865N,18.123880E,184,58.6,68,998.8,20 
235,T,231219,201615,48.322090N,18.124710E,183,61.2,68,998.8,20 
236,T,231219,201618,48.322273N,18.125374E,182,65.8,68,998.8,20 
237,T,231219,201621,48.322456N,18.126095E,182,69.0,68,998.9,20 
238,T,231219,201624,48.322639N,18.126810E,182,67.0,68,999.0,20 
239,T,231219,201627,48.322826N,18.127518E,182,67.6,68,999.1,20 
240,T,231219,201630,48.323013N,18.128206E,179,65.3,68,999.2,20 
241,T,231219,201633,48.323193N,18.128906E,178,67.7,67,999.5,20 
242,T,231219,201636,48.323380N,18.129627E,177,70.1,68,999.6,20 
243,T,231219,201639,48.323578N,18.130362E,176,69.6,67,999.8,20 
244,T,231219,201642,48.323780N,18.131077E,174,69.7,65,1000.0,20 
245,T,231219,201645,48.323994N,18.131744E,174,65.9,64,1000.0,20 
246,T,231219,201648,48.324211N,18.132404E,174,65.6,62,999.9,20 
247,T,231219,201651,48.324459N,18.133087E,175,68.8,60,999.8,20 
248,T,231219,201654,48.324715N,18.133760E,175,68.2,60,999.7,20 
249,T,231219,201657,48.324966N,18.134432E,175,69.1,60,999.5,20 
250,T,231219,201700,48.325233N,18.135120E,176,69.9,59,999.5,20 
251,T,231219,201703,48.325508N,18.135853E,178,77.6,60,999.3,20 
252,T,231219,201706,48.325802N,18.136618E,178,78.8,59,999.2,20 
253,T,231219,201709,48.326096N,18.137388E,179,79.1,60,999.1,20 
254,T,231219,201712,48.326393N,18.138153E,179,78.4,60,998.9,20 
255,T,231219,201715,48.326683N,18.138905E,180,76.0,60,998.8,20 
256,T,231219,201718,48.326969N,18.139635E,180,75.2,59,998.8,20 
257,T,231219,201721,48.327255N,18.140360E,178,74.5,60,999.0,20 
258,T,231219,201724,48.327518N,18.141056E,176,68.5,60,999.1,20 
259,T,231219,201727,48.327766N,18.141705E,175,66.3,60,999.2,20 
260,T,231219,201730,48.328011N,18.142357E,175,67.3,60,999.3,20 
261,T,231219,201733,48.328255N,18.143003E,174,65.8,60,999.4,20 
262,T,231219,201736,48.328499N,18.143641E,175,65.4,59,999.5,20 
263,T,231219,201739,48.328743N,18.144285E,175,67.7,60,999.4,20 
264,T,231219,201742,48.328999N,18.144953E,175,68.2,59,999.5,20 
265,T,231219,201745,48.329262N,18.145624E,174,69.8,59,999.7,20 
266,T,231219,201748,48.329525N,18.146303E,173,69.1,60,999.7,20 
267,T,231219,201751,48.329788N,18.146980E,172,69.1,59,999.8,20 
268,T,231219,201754,48.330044N,18.147657E,171,69.4,60,999.9,20 
269,T,231219,201757,48.330311N,18.148355E,169,72.6,60,999.9,20 
270,T,231219,201800,48.330589N,18.149078E,170,75.0,59,999.8,20 
271,T,231219,201803,48.330872N,18.149828E,171,76.8,60,999.6,20 
272,T,231219,201806,48.331154N,18.150581E,172,77.2,60,999.3,20 
273,T,231219,201809,48.331436N,18.151310E,174,73.4,59,999.1,20 
274,T,231219,201812,48.331711N,18.152025E,176,73.6,59,998.7,20 
275,T,231219,201815,48.331989N,18.152754E,179,74.6,60,998.5,20 
276,T,231219,201818,48.332256N,18.153477E,181,72.6,59,998.2,20 
277,T,231219,201821,48.332520N,18.154167E,183,70.7,59,998.2,20 
278,T,231219,201824,48.332771N,18.154831E,184,67.1,60,998.3,20 
279,T,231219,201827,48.333019N,18.155497E,184,66.4,60,998.2,20 
280,T,231219,201830,48.333271N,18.156164E,185,68.3,59,998.1,20 
281,T,231219,201833,48.333527N,18.156843E,187,69.5,60,997.7,20 
282,T,231219,201836,48.333794N,18.157543E,189,72.9,60,997.5,20 
283,T,231219,201839,48.334072N,18.158257E,193,74.3,59,997.0,20 
284,T,231219,201842,48.334366N,18.158976E,196,74.9,57,996.6,20 
285,T,231219,201845,48.334679N,18.159679E,200,75.7,55,996.2,20 
286,T,231219,201848,48.335011N,18.160368E,203,75.0,53,995.8,20 
287,T,231219,201851,48.335342N,18.161032E,205,72.6,51,995.4,20 
288,T,231219,201854,48.335670N,18.161636E,207,65.8,51,995.0,20 
289,T,231219,201857,48.335987N,18.162197E,210,62.8,48,994.7,20 
290,T,231219,201900,48.336296N,18.162727E,212,62.8,47,994.2,20 
291,T,231219,201903,48.336620N,18.163246E,215,63.0,46,993.9,20 
292,T,231219,201906,48.336945N,18.163736E,218,62.7,43,993.7,20 
293,T,231219,201910,48.337368N,18.164324E,222,55.4,43,993.4,20 
294,T,231219,201914,48.337776N,18.164879E,223,56.2,41,993.2,20 
295,T,231219,201918,48.338215N,18.165428E,221,58.8,39,993.2,20 
296,T,231219,201921,48.338577N,18.165857E,221,63.4,38,993.2,20 
297,T,231219,201924,48.338959N,18.166292E,222,65.2,35,993.4,20 
298,T,231219,201927,48.339352N,18.166704E,223,62.7,34,993.5,20 
299,T,231219,201931,48.339840N,18.167206E,223,58.2,34,993.7,20 
300,T,231219,201934,48.340221N,18.167583E,224,62.3,33,993.8,20 
301,T,231219,201937,48.340618N,18.167986E,224,66.4,34,993.8,20 
302,T,231219,201940,48.341049N,18.168421E,223,70.4,34,994.2,20 
303,T,231219,201943,48.341496N,18.168873E,223,74.2,34,994.3,20 
304,T,231219,201946,48.341980N,18.169365E,222,81.1,34,994.6,20 
305,T,231219,201949,48.342491N,18.169884E,219,82.8,34,994.7,20 
306,T,231219,201952,48.343021N,18.170416E,218,85.8,33,995.0,20 
307,T,231219,201955,48.343571N,18.170977E,216,90.9,33,995.2,20 
308,T,231219,201957,48.343956N,18.171370E,214,93.8,34,995.3,20 
309,T,231219,201959,48.344349N,18.171772E,211,94.5,33,995.6,20 
310,T,231219,202001,48.344742N,18.172169E,210,94.4,34,995.6,20 
311,T,231219,202003,48.345131N,18.172567E,210,94.0,33,995.5,20 
312,T,231219,202005,48.345520N,18.172964E,210,93.6,34,995.5,20 
313,T,231219,202007,48.345901N,18.173351E,211,93.2,33,995.3,20 
314,T,231219,202009,48.346279N,18.173737E,213,92.2,33,995.1,20 
315,T,231219,202011,48.346653N,18.174114E,215,89.5,34,994.9,20 
316,T,231219,202014,48.347198N,18.174673E,218,86.9,34,994.6,20 
317,T,231219,202017,48.347729N,18.175217E,220,85.7,34,994.1,20 
318,T,231219,202022,48.348648N,18.176161E,225,90.7,33,993.5,20 
319,T,231219,202024,48.349026N,18.176537E,227,88.7,34,993.2,20 
320,T,231219,202027,48.349564N,18.177076E,230,84.7,34,992.9,20 
321,T,231219,202030,48.350063N,18.177586E,233,76.7,34,992.6,20 
322,T,231219,202033,48.350525N,18.178041E,236,70.1,33,992.4,20 
323,T,231219,202036,48.350929N,18.178436E,239,62.7,33,992.2,20 
324,T,231219,202039,48.351341N,18.178806E,241,64.6,31,991.9,20 
325,T,231219,202042,48.351757N,18.179155E,242,63.6,29,991.9,20 
326,T,231219,202045,48.352173N,18.179495E,242,62.5,27,991.8,20 
327,T,231219,202048,48.352596N,18.179810E,243,63.3,26,991.6,20 
328,T,231219,202051,48.353024N,18.180115E,245,64.5,24,991.3,20 
329,T,231219,202054,48.353481N,18.180408E,247,67.3,22,991.1,20 
330,T,231219,202057,48.353943N,18.180698E,250,67.4,21,990.7,20 
331,T,231219,202100,48.354408N,18.180958E,254,65.6,20,990.3,20 
332,T,231219,202103,48.354843N,18.181183E,258,55.6,18,990.1,20 
333,T,231219,202107,48.355354N,18.181431E,259,54.7,17,989.7,20 
334,T,231219,202111,48.355915N,18.181669E,261,60.4,14,989.4,20 
335,T,231219,202115,48.356483N,18.181906E,261,59.1,15,989.4,20 
336,T,231219,202119,48.357044N,18.182133E,260,59.0,14,989.4,20 
337,T,231219,202123,48.357609N,18.182358E,259,59.1,16,989.5,20 
338,T,231219,202127,48.358185N,18.182575E,257,58.1,15,989.7,20 
339,T,231219,202131,48.358757N,18.182798E,254,60.3,14,990.0,20 
340,T,231219,202134,48.359203N,18.182955E,251,60.2,14,990.3,20 
341,T,231219,202137,48.359650N,18.183123E,248,59.3,15,990.5,20 
342,T,231219,202141,48.360222N,18.183390E,248,60.1,18,990.7,20 
343,T,231219,202144,48.360638N,18.183643E,249,60.3,22,990.8,20 
344,T,231219,202147,48.361061N,18.183945E,251,62.9,26,990.8,20 
345,T,231219,202150,48.361473N,18.184288E,253,62.2,30,990.9,20 
346,T,231219,202153,48.361862N,18.184685E,249,61.7,34,990.9,20 
347,T,231219,202156,48.362236N,18.185118E,248,62.1,39,990.9,20 
348,T,231219,202159,48.362587N,18.185583E,249,60.1,42,991.0,20 
349,T,231219,202203,48.362991N,18.186218E,246,57.0,49,991.3,20 
350,T,231219,202207,48.363346N,18.186922E,243,56.6,54,991.6,20 
351,T,231219,202211,48.363667N,18.187675E,239,59.2,60,992.1,20 
352,T,231219,202215,48.363930N,18.188478E,237,58.7,65,992.5,20 
353,T,231219,202219,48.364136N,18.189283E,235,55.8,70,992.9,20 
354,T,231219,202223,48.364292N,18.190088E,231,55.0,76,993.4,20 
355,T,231219,202227,48.364391N,18.190964E,227,59.5,81,994.0,20 
356,T,231219,202231,48.364464N,18.191864E,224,61.4,82,994.3,20 
357,T,231219,202234,48.364521N,18.192564E,222,64.3,83,994.6,20 
358,T,231219,202237,48.364586N,18.193304E,219,67.9,82,994.8,20 
359,T,231219,202240,48.364651N,18.194075E,216,68.4,82,995.0,20 
360,T,231219,202243,48.364712N,18.194832E,215,66.5,83,995.4,20 
361,T,231219,202246,48.364758N,18.195559E,213,63.9,83,995.6,20 
362,T,231219,202249,48.364807N,18.196266E,211,61.4,83,995.9,20 
363,T,231219,202252,48.364864N,18.196960E,209,61.3,83,996.0,20 
364,T,231219,202255,48.364925N,18.197660E,207,61.7,82,996.1,20 
365,T,231219,202258,48.364975N,18.198357E,205,62.0,82,996.4,20 
366,T,231219,202301,48.365021N,18.199043E,203,61.0,83,996.6,20 
367,T,231219,202304,48.365074N,18.199736E,201,60.8,82,996.9,20 
368,T,231219,202307,48.365135N,18.200418E,199,60.1,82,997.2,20 
