INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,PRES,TEMP
80,T,231225,144700,48.409966N,18.025816E,153,63.8,183,992.5,21 
81,T,231225,144703,48.409481N,18.025782E,152,64.7,182,992.7,21 
82,T,231225,144706,48.408993N,18.025745E,152,64.3,183,992.7,21 
83,T,231225,144709,48.408516N,18.025703E,152,63.3,182,992.8,21 
84,T,231225,144712,48.408039N,18.025660E,152,62.8,184,992.8,21 
85,T,231225,144715,48.407585N,18.025610E,152,62.2,184,992.8,21 
86,T,231225,144719,48.407051N,18.025583E,155,48.0,174,992.5,21 
87,T,231225,144723,48.406609N,18.025776E,156,45.6,159,992.3,21 
88,T,231225,144727,48.406136N,18.025965E,157,54.4,169,992.1,21 
89,T,231225,144731,48.405575N,18.026119E,156,59.1,169,992.2,21 
90,T,231225,144735,48.404999N,18.026287E,156,59.4,168,992.2,21 
91,T,231225,144739,48.404408N,18.026472E,157,59.8,168,992.0,21 
92,T,231225,144742,48.403957N,18.026613E,158,61.9,168,991.9,21 
93,T,231225,144745,48.403503N,18.026751E,158,61.2,168,992.0,21 
94,T,231225,144748,48.403057N,18.026884E,156,61.2,168,992.2,21 
95,T,231225,144751,48.402611N,18.027025E,155,60.6,168,992.3,21 
96,T,231225,144755,48.402046N,18.027100E,154,55.7,183,992.5,21 
97,T,231225,144759,48.401505N,18.027031E,155,54.4,181,992.4,21 
98,T,231225,144803,48.400970N,18.027105E,156,54.4,169,992.2,21 
99,T,231225,144807,48.400448N,18.027233E,156,53.4,171,992.2,21 
100,T,231225,144811,48.399940N,18.027351E,155,52.1,170,992.3,21 
101,T,231225,144815,48.399441N,18.027521E,155,49.9,164,992.3,21 
102,T,231225,144819,48.398972N,18.027754E,156,48.6,158,992.3,21 
103,T,231225,144823,48.398533N,18.028124E,155,52.4,146,992.4,22 
104,T,231225,144827,48.398109N,18.028593E,154,53.2,140,992.5,22 
105,T,231225,144831,48.397701N,18.029156E,152,59.5,142,992.5,22 
106,T,231225,144834,48.397293N,18.029478E,151,64.6,160,992.5,22 
107,T,231225,144837,48.396793N,18.029661E,154,68.0,170,992.2,22 
108,T,231225,144840,48.396278N,18.029766E,158,68.0,172,991.8,22 
109,T,231225,144843,48.395744N,18.029879E,159,74.4,170,991.7,22 
110,T,231225,144846,48.395184N,18.030012E,159,75.7,171,991.7,22 
111,T,231225,144849,48.394604N,18.030138E,159,78.6,171,991.7,22 
112,T,231225,144852,48.394012N,18.030277E,157,79.2,171,991.9,22 
113,T,231225,144855,48.393425N,18.030407E,157,78.7,171,991.9,22 
114,T,231225,144858,48.392841N,18.030537E,159,77.7,170,991.6,22 
115,T,231225,144901,48.392265N,18.030680E,161,78.0,170,991.5,22 
116,T,231225,144904,48.391682N,18.030836E,162,79.8,170,991.4,22 
117,T,231225,144907,48.391083N,18.030996E,162,80.8,169,991.3,22 
118,T,231225,144910,48.390488N,18.031158E,162,80.2,169,991.3,22 
119,T,231225,144913,48.389893N,18.031324E,163,80.5,169,991.3,22 
120,T,231225,144916,48.389313N,18.031485E,163,75.7,169,991.3,22 
121,T,231225,144919,48.388771N,18.031624E,164,72.1,171,991.3,22 
122,T,231225,144922,48.388229N,18.031666E,164,72.5,181,991.3,22 
123,T,231225,144925,48.387615N,18.031626E,163,85.8,182,991.5,22 
124,T,231225,144928,48.386951N,18.031595E,162,91.5,182,991.7,22 
125,T,231225,144930,48.386490N,18.031569E,161,93.8,182,991.7,22 
126,T,231225,144932,48.386017N,18.031544E,160,95.4,181,991.7,22 
127,T,231225,144934,48.385540N,18.031525E,160,95.0,181,991.9,22 
128,T,231225,144936,48.385067N,18.031502E,160,93.9,181,992.0,22 
129,T,231225,144938,48.384598N,18.031481E,159,94.1,181,992.1,22 
130,T,231225,144940,48.384125N,18.031456E,158,93.9,181,992.0,22 
131,T,231225,144942,48.383656N,18.031441E,157,93.2,181,992.1,22 
132,T,231225,144944,48.383198N,18.031416E,156,92.2,182,992.2,22 
133,T,231225,144946,48.382732N,18.031393E,156,92.2,181,992.2,22 
134,T,231225,144948,48.382271N,18.031374E,157,92.7,181,992.3,22 
135,T,231225,144950,48.381805N,18.031349E,157,92.7,181,992.4,22 
136,T,231225,144952,48.381344N,18.031326E,156,92.3,181,992.4,22 
137,T,231225,144954,48.380878N,18.031303E,156,92.6,181,992.5,22 
138,T,231225,144956,48.380424N,18.031286E,155,89.7,181,992.5,22 
139,T,231225,144959,48.379761N,18.031256E,154,87.1,181,992.6,22 
140,T,231225,145002,48.379116N,18.031223E,154,84.1,181,992.6,22 
141,T,231225,145005,48.378502N,18.031191E,153,80.8,181,992.7,22 
142,T,231225,145008,48.377941N,18.031160E,152,68.7,181,992.8,22 
143,T,231225,145011,48.377445N,18.031134E,152,63.1,182,992.8,22 
144,T,231225,145015,48.376869N,18.031096E,153,53.3,181,992.6,22 
145,T,231225,145019,48.376369N,18.031080E,155,47.3,181,992.4,22 
146,T,231225,145023,48.375896N,18.031052E,154,49.4,181,992.6,22 
147,T,231225,145027,48.375397N,18.031019E,151,49.8,182,992.9,22 
148,T,231225,145031,48.374905N,18.030994E,150,49.3,181,993.0,22 
149,T,231225,145035,48.374405N,18.030972E,149,50.9,181,993.3,22 
150,T,231225,145039,48.373901N,18.030960E,148,50.9,179,993.3,22 
151,T,231225,145043,48.373398N,18.030949E,146,50.3,180,993.5,22 
152,T,231225,145047,48.372898N,18.030943E,145,47.8,180,993.6,22 
153,T,231225,145051,48.372421N,18.030935E,145,47.3,180,993.6,22 
154,T,231225,145056,48.371902N,18.030930E,145,31.4,181,993.8,22 
155,T,231225,145104,48.371643N,18.030497E,144,33.0,256,993.8,22 
156,T,231225,145109,48.371552N,18.029741E,142,45.6,259,993.8,22 
157,T,231225,145113,48.371445N,18.028976E,142,52.6,257,993.8,22 
158,T,231225,145117,48.371292N,18.028200E,142,51.7,244,993.8,22 
159,T,231225,145121,48.371021N,18.027515E,141,50.7,236,993.8,22 
160,T,231225,145125,48.370750N,18.026863E,141,49.7,236,993.8,22 
161,T,231225,145129,48.370472N,18.026232E,140,50.4,236,993.8,22 
162,T,231225,145133,48.370197N,18.025593E,139,50.4,237,993.9,22 
163,T,231225,145137,48.369923N,18.024952E,137,50.6,236,993.9,22 
164,T,231225,145141,48.369621N,18.024315E,137,52.6,231,993.8,22 
165,T,231225,145145,48.369274N,18.023722E,138,52.7,224,993.8,22 
166,T,231225,145149,48.368885N,18.023195E,139,51.6,221,993.8,22 
167,T,231225,145153,48.368488N,18.022680E,139,51.0,222,993.2,22 
168,T,231225,145157,48.368103N,18.022163E,140,50.9,221,993.2,22 
169,T,231225,145201,48.367729N,18.021664E,141,48.2,221,993.1,22 
170,T,231225,145205,48.367359N,18.021175E,142,50.4,221,993.1,22 
171,T,231225,145209,48.366985N,18.020668E,142,50.9,221,993.3,22 
172,T,231225,145213,48.366608N,18.020145E,142,51.0,224,993.3,22 
173,T,231225,145217,48.366283N,18.019560E,141,49.1,235,993.4,22 
174,T,231225,145221,48.366028N,18.018963E,140,42.6,236,993.4,22 
175,T,231225,145227,48.365879N,18.018293E,140,26.3,273,993.5,22 
176,T,231225,145233,48.366280N,18.017895E,141,37.6,327,993.4,22 
177,T,231225,145238,48.366730N,18.017485E,141,40.6,325,993.3,22 
178,T,231225,145243,48.367130N,18.017099E,140,33.8,324,993.5,22 
179,T,231225,145249,48.367447N,18.016476E,139,37.2,301,993.6,22 
180,T,231225,145255,48.367691N,18.015850E,141,28.8,277,993.7,22 
181,T,231225,145300,48.367584N,18.015190E,142,37.0,250,993.3,22 
182,T,231225,145305,48.367317N,18.014551E,142,39.5,237,993.0,22 
183,T,231225,145310,48.367069N,18.013939E,144,36.5,240,992.9,22 
184,T,231225,145317,48.366844N,18.013277E,145,23.7,263,993.0,22 
185,T,231225,145324,48.367199N,18.012871E,148,35.2,336,992.8,22 
186,T,231225,145329,48.367691N,18.012558E,149,47.9,337,993.0,22 
187,T,231225,145333,48.368168N,18.012260E,148,51.4,337,993.0,22 
188,T,231225,145337,48.368607N,18.011986E,149,39.3,336,993.1,22 
189,T,231225,145345,48.368767N,18.011484E,150,25.3,246,992.9,22 
190,T,231225,145350,48.368492N,18.010904E,151,40.0,239,992.7,22 
191,T,231225,145355,48.368198N,18.010256E,151,40.9,237,992.4,22 
192,T,231225,145400,48.367935N,18.009666E,154,28.6,233,992.0,22 
193,T,231225,145409,48.368130N,18.009169E,159,26.8,329,991.6,22 
194,T,231225,145415,48.368538N,18.008837E,160,29.7,331,991.5,22 
195,T,231225,145422,48.368973N,18.008478E,161,23.4,327,991.6,22 
196,T,231225,145433,48.369305N,18.008760E,160,20.0,60,991.9,22 
197,T,231225,145444,48.369568N,18.009434E,158,17.4,56,992.2,22 
198,T,231225,145455,48.369823N,18.010078E,156,17.3,61,992.6,22 
199,T,231225,145506,48.370056N,18.010675E,153,15.4,61,992.9,22 
200,T,231225,145533,48.370026N,18.011217E,146,19.6,160,993.1,22 
201,T,231225,145540,48.369579N,18.011477E,146,29.7,160,993.1,22 
202,T,231225,145546,48.369095N,18.011719E,147,36.3,165,993.1,22 
203,T,231225,145551,48.368622N,18.011957E,149,41.8,155,993.1,22 
204,T,231225,145556,48.368107N,18.012283E,150,44.2,157,993.1,22 
205,T,231225,145600,48.367649N,18.012569E,151,49.1,156,993.0,22 
206,T,231225,145604,48.367191N,18.012873E,150,45.4,155,993.0,22 
207,T,231225,145610,48.366814N,18.013268E,149,23.5,102,993.2,22 
208,T,231225,145617,48.366997N,18.013926E,145,31.8,60,993.3,22 
209,T,231225,145623,48.367271N,18.014584E,142,34.2,55,993.5,22 
210,T,231225,145628,48.367523N,18.015142E,142,36.2,60,993.6,22 
211,T,231225,145634,48.367638N,18.015821E,141,18.3,87,993.9,22 
212,T,231225,145646,48.367912N,18.015699E,138,24.5,313,993.8,22 
213,T,231225,145652,48.368305N,18.015282E,138,33.2,330,993.9,22 
214,T,231225,145658,48.368744N,18.014910E,137,34.8,339,993.9,22 
215,T,231225,145704,48.369247N,18.014706E,136,33.6,344,993.9,22 
216,T,231225,145709,48.369648N,18.014399E,136,36.3,324,993.9,22 
217,T,231225,145715,48.370071N,18.013922E,139,34.8,326,993.7,22 
218,T,231225,145721,48.370564N,18.013651E,139,36.3,353,993.7,22 
219,T,231225,145727,48.371094N,18.013510E,140,36.1,339,993.7,22 
220,T,231225,145732,48.371521N,18.013197E,141,38.5,333,993.6,22 
221,T,231225,145737,48.371929N,18.012863E,142,36.9,329,993.5,23 
222,T,231225,145742,48.372307N,18.012482E,144,34.0,324,993.6,23 
223,T,231225,145748,48.372726N,18.011988E,146,36.5,321,993.5,23 
224,T,231225,145753,48.373096N,18.011585E,148,36.0,325,993.6,23 
225,T,231225,145759,48.373539N,18.011120E,150,37.0,325,993.7,23 
226,T,231225,145804,48.373928N,18.010735E,148,35.1,326,993.7,23 
227,T,231225,145810,48.374367N,18.010395E,145,31.0,340,993.9,23 
228,T,231225,145816,48.374825N,18.010223E,143,30.9,344,993.8,23 
229,T,231225,145822,48.375217N,18.009853E,139,33.8,315,993.8,23 
230,T,231225,145828,48.375542N,18.009275E,138,31.7,312,993.8,23 
231,T,231225,145834,48.375874N,18.008801E,138,31.9,324,993.7,23 
232,T,231225,145840,48.376293N,18.008343E,140,35.7,323,993.8,23 
233,T,231225,145846,48.376717N,18.007868E,141,34.0,323,993.7,23 
234,T,231225,145852,48.377132N,18.007412E,141,33.9,321,993.8,23 
235,T,231225,145858,48.377529N,18.006912E,139,34.2,308,993.6,23 
236,T,231225,145904,48.377800N,18.006226E,140,35.1,293,993.6,23 
237,T,231225,145910,48.378040N,18.005539E,141,34.6,309,993.7,23 
238,T,231225,145916,48.378429N,18.005035E,143,33.4,320,993.7,23 
239,T,231225,145922,48.378819N,18.004559E,145,32.4,323,993.7,23 
240,T,231225,145929,48.379234N,18.004141E,145,23.1,320,993.9,23 
241,T,231225,145937,48.379612N,18.003628E,146,26.9,320,993.9,23 
242,T,231225,145944,48.379967N,18.003202E,147,26.8,323,993.9,23 
243,T,231225,145951,48.380329N,18.002771E,148,24.6,320,993.8,23 
244,T,231225,150005,48.380707N,18.002344E,149,15.5,321,994.0,23 
245,T,231225,150015,48.381062N,18.001930E,146,17.6,322,993.9,23 
246,T,231225,150031,48.381474N,18.001583E,142,11.0,330,993.9,23 
247,T,231225,150042,48.381847N,18.001192E,143,22.6,326,993.6,23 
248,T,231225,150052,48.382294N,18.000757E,143,16.5,330,993.7,23 
249,T,231225,150119,48.382191N,18.000858E,146,19.6,145,993.6,23 
250,T,231225,150128,48.381790N,18.001244E,146,21.5,144,993.7,23 
251,T,231225,150140,48.381351N,18.001623E,143,12.7,133,993.9,23 
252,T,231225,150151,48.380966N,18.002022E,141,20.6,143,993.9,23 
253,T,231225,150202,48.380569N,18.002472E,140,13.5,141,993.9,23 
254,T,231225,150215,48.380222N,18.002930E,142,22.2,142,993.9,23 
255,T,231225,150221,48.379848N,18.003363E,141,41.3,141,993.7,23 
256,T,231225,150226,48.379452N,18.003853E,141,33.2,140,993.7,23 
257,T,231225,150235,48.379082N,18.003830E,142,20.6,216,993.8,23 
258,T,231225,150242,48.378769N,18.003332E,143,27.0,191,993.6,23 
259,T,231225,150247,48.378357N,18.003580E,145,39.4,134,993.1,23 
260,T,231225,150251,48.378044N,18.004108E,143,46.8,130,993.3,23 
261,T,231225,150255,48.377735N,18.004662E,145,45.6,130,993.2,23 
262,T,231225,150300,48.377369N,18.005259E,146,40.2,136,993.2,23 
263,T,231225,150311,48.377003N,18.005714E,147,21.9,110,993.4,23 
264,T,231225,150317,48.376743N,18.006321E,148,37.8,132,993.3,23 
265,T,231225,150321,48.376400N,18.006769E,145,49.1,145,993.3,23 
266,T,231225,150325,48.375938N,18.007133E,145,52.4,153,993.4,23 
267,T,231225,150329,48.375488N,18.007524E,146,52.2,148,993.3,23 
268,T,231225,150333,48.375027N,18.007908E,149,52.5,154,993.3,23 
269,T,231225,150337,48.374538N,18.008247E,149,53.2,155,993.2,23 
270,T,231225,150341,48.374058N,18.008583E,150,53.9,154,993.2,23 
271,T,231225,150345,48.373566N,18.008917E,151,54.1,156,993.2,23 
272,T,231225,150349,48.373074N,18.009233E,151,54.0,156,993.2,23 
273,T,231225,150353,48.372593N,18.009563E,151,53.5,155,993.2,23 
274,T,231225,150357,48.372101N,18.009892E,150,53.7,155,993.0,23 
275,T,231225,150401,48.371597N,18.010218E,151,54.1,156,993.0,23 
276,T,231225,150405,48.371101N,18.010534E,149,53.9,157,993.0,23 
277,T,231225,150409,48.370636N,18.010830E,148,48.5,156,993.0,23 
278,T,231225,150416,48.370159N,18.011101E,148,15.1,206,993.1,23 
279,T,231225,150423,48.369926N,18.010410E,149,36.6,239,992.8,23 
280,T,231225,150428,48.369694N,18.009762E,152,41.4,239,992.5,23 
281,T,231225,150433,48.369446N,18.009104E,155,38.5,237,992.2,23 
282,T,231225,150439,48.369228N,18.008511E,159,23.2,240,991.8,23 
283,T,231225,150453,48.369484N,18.008036E,162,24.6,328,991.5,23 
284,T,231225,150459,48.369888N,18.007696E,164,27.6,330,991.5,23 
285,T,231225,150510,48.370319N,18.007341E,165,21.8,331,991.4,23 
286,T,231225,150516,48.370728N,18.007000E,165,34.3,329,991.1,23 
287,T,231225,150521,48.371140N,18.006657E,164,37.3,330,991.1,23 
288,T,231225,150526,48.371540N,18.006311E,165,36.7,330,991.1,23 
289,T,231225,150531,48.371941N,18.005980E,166,35.6,330,991.0,23 
290,T,231225,150536,48.372330N,18.005636E,167,35.7,328,991.0,23 
291,T,231225,150542,48.372742N,18.005306E,169,19.6,342,991.3,23 
292,T,231225,150606,48.372517N,18.005486E,168,22.0,148,991.2,23 
293,T,231225,150643,48.372131N,18.005831E,169,5.7,132,991.4,23 
294,T,231225,150652,48.371731N,18.006210E,168,23.0,150,991.4,23 
295,T,231225,150700,48.371296N,18.006563E,167,23.4,149,991.4,23 
296,T,231225,150706,48.370846N,18.006948E,164,43.5,149,991.3,23 
297,T,231225,150710,48.370441N,18.007265E,162,43.0,150,991.4,23 
298,T,231225,150715,48.369980N,18.007626E,160,39.3,151,991.5,23 
299,T,231225,150720,48.369545N,18.008001E,157,40.2,149,991.5,23 
300,T,231225,150726,48.369122N,18.008326E,155,23.6,155,991.6,23 
301,T,231225,150732,48.368710N,18.008696E,154,37.6,150,991.6,23 
302,T,231225,150737,48.368271N,18.009075E,153,40.2,150,991.6,23 
303,T,231225,150744,48.367867N,18.009390E,151,6.4,176,991.9,23 
304,T,231225,150754,48.368069N,18.010010E,150,37.7,57,992.3,23 
305,T,231225,150759,48.368340N,18.010670E,149,43.4,55,992.7,24 
306,T,231225,150804,48.368626N,18.011354E,147,40.2,58,992.8,24 
307,T,231225,150815,48.368698N,18.011936E,143,18.0,148,993.2,24 
308,T,231225,150821,48.368233N,18.012217E,140,41.1,157,993.2,24 
309,T,231225,150825,48.367756N,18.012491E,140,52.5,157,993.1,24 
310,T,231225,150829,48.367252N,18.012800E,140,51.8,156,993.2,24 
311,T,231225,150834,48.366814N,18.013145E,140,31.1,136,993.3,24 
312,T,231225,150841,48.367001N,18.013849E,142,36.1,57,993.3,24 
313,T,231225,150846,48.367237N,18.014462E,143,32.4,59,993.5,24 
314,T,231225,150902,48.367504N,18.015116E,143,34.6,57,993.7,24 
315,T,231225,150908,48.367638N,18.015875E,142,30.0,89,994.0,24 
316,T,231225,150914,48.367413N,18.016552E,143,37.8,121,994.1,24 
317,T,231225,150919,48.367153N,18.017117E,143,32.8,137,993.9,24 
318,T,231225,150924,48.366714N,18.017565E,144,48.7,144,993.8,24 
319,T,231225,150928,48.366299N,18.017996E,143,49.5,146,993.7,24 
320,T,231225,150932,48.365894N,18.018372E,143,41.2,148,993.8,24 
321,T,231225,150937,48.365402N,18.018803E,142,51.8,146,993.7,24 
322,T,231225,150941,48.364952N,18.019260E,141,55.9,146,993.1,24 
323,T,231225,150945,48.364491N,18.019735E,142,56.2,145,993.3,24 
324,T,231225,150949,48.364025N,18.020197E,142,56.1,150,993.1,24 
325,T,231225,150953,48.363529N,18.020580E,144,56.1,156,993.4,24 
326,T,231225,150957,48.363007N,18.020906E,144,55.8,158,993.4,24 
327,T,231225,151001,48.362469N,18.021112E,145,54.3,171,993.5,24 
328,T,231225,151005,48.361900N,18.021170E,144,55.3,175,993.3,24 
329,T,231225,151009,48.361309N,18.021286E,141,56.4,165,993.2,24 
330,T,231225,151013,48.360741N,18.021496E,139,56.7,165,993.2,24 
331,T,231225,151017,48.360191N,18.021702E,139,55.1,165,993.3,24 
332,T,231225,151021,48.359638N,18.021898E,139,54.9,167,993.4,24 
333,T,231225,151025,48.359100N,18.022100E,139,55.3,164,993.4,24 
334,T,231225,151029,48.358566N,18.022335E,139,55.5,163,993.3,24 
335,T,231225,151033,48.358047N,18.022533E,139,52.6,167,993.3,24 
336,T,231225,151037,48.357552N,18.022690E,140,47.9,167,993.4,24 
337,T,231225,151042,48.357029N,18.022852E,139,33.8,169,993.1,24 
338,T,231225,151102,48.356579N,18.022907E,137,16.5,178,993.6,24 
339,T,231225,151111,48.356148N,18.023146E,141,29.4,157,993.3,25 
340,T,231225,151116,48.355698N,18.023315E,142,46.9,166,993.1,25 
341,T,231225,151120,48.355179N,18.023491E,145,54.5,166,993.0,25 
342,T,231225,151124,48.354633N,18.023678E,146,55.9,167,993.0,25 
343,T,231225,151128,48.354073N,18.023863E,146,56.6,167,993.0,25 
344,T,231225,151132,48.353512N,18.024044E,146,57.0,167,992.7,25 
345,T,231225,151136,48.352970N,18.024281E,147,54.9,160,993.0,25 
346,T,231225,151140,48.352459N,18.024572E,147,52.9,155,993.0,25 
347,T,231225,151144,48.351959N,18.024891E,146,53.0,157,992.5,25 
348,T,231225,151148,48.351463N,18.025202E,146,49.3,156,992.9,25 
349,T,231225,151153,48.350964N,18.025562E,144,42.1,152,993.1,25 
350,T,231225,151158,48.350517N,18.025911E,145,40.8,151,993.1,25 
351,T,231225,151202,48.350128N,18.026253E,145,49.9,150,993.0,25 
352,T,231225,151206,48.349686N,18.026615E,145,51.4,152,992.9,25 
353,T,231225,151210,48.349220N,18.026966E,145,54.1,156,992.8,25 
354,T,231225,151214,48.348721N,18.027298E,146,54.6,155,993.0,25 
355,T,231225,151218,48.348232N,18.027658E,146,55.2,153,993.2,25 
356,T,231225,151222,48.347759N,18.028076E,146,55.0,147,993.1,25 
357,T,231225,151226,48.347301N,18.028503E,146,54.3,151,993.2,25 
358,T,231225,151230,48.346802N,18.028826E,146,54.1,160,993.3,25 
359,T,231225,151234,48.346279N,18.029037E,146,53.0,166,993.4,25 
360,T,231225,151238,48.345757N,18.029221E,146,53.3,167,993.3,25 
361,T,231225,151242,48.345230N,18.029396E,146,53.8,166,993.3,25 
362,T,231225,151246,48.344704N,18.029593E,147,54.5,165,993.4,25 
363,T,231225,151250,48.344173N,18.029799E,148,55.2,165,993.9,25 
364,T,231225,151254,48.343643N,18.030020E,147,53.2,163,993.9,25 
365,T,231225,151258,48.343117N,18.030239E,147,54.3,164,993.9,25 
366,T,231225,151302,48.342602N,18.030464E,146,53.0,164,993.9,25 
367,T,231225,151306,48.342079N,18.030661E,145,52.9,165,993.9,25 
368,T,231225,151310,48.341560N,18.030867E,145,53.3,164,993.9,25 
369,T,231225,151314,48.341057N,18.031059E,144,50.2,165,994.0,25 
370,T,231225,151318,48.340584N,18.031256E,145,47.6,164,994.0,25 
371,T,231225,151322,48.340122N,18.031431E,145,47.1,166,994.0,25 
372,T,231225,151326,48.339649N,18.031624E,147,50.3,164,994.0,25 
373,T,231225,151330,48.339142N,18.031828E,147,52.8,165,993.8,25 
374,T,231225,151334,48.338612N,18.032030E,145,51.3,165,993.8,25 
